timestamp,server,type,fingerprint,nickname,rss_kb,vmsize_kb,hwm_kb,frag_ratio,count,total_kb,avg_kb,min_kb,max_kb
2025-11-02T14:00:00,go,aggregate,,,,,,,32,62023936,1937748,1857588,1996516
2025-11-03T14:00:00,go,aggregate,,,,,,,32,62187932,1943372,1863584,1996516
2025-11-04T14:00:00,go,aggregate,,,,,,,32,63681600,1990050,1937548,2071460
2025-11-05T14:00:00,go,aggregate,,,,,,,32,65314368,2041074,1987724,2099783
2025-11-07T14:00:00,go,aggregate,,,,,,,32,70393007,2199780,2085232,2450580
2025-11-09T14:00:00,go,aggregate,,,,,,,32,70648416,2207763,1895312,2539688
2025-11-11T14:00:00,go,aggregate,,,,,,,32,58389504,1824672,1653252,2001268
2025-11-14T14:00:00,go,aggregate,,,,,,,32,64986240,2030820,1772452,2235076
2025-11-16T13:24:10,go,aggregate,,,,,,,32,54218232,1694319,1350072,1901848
2025-11-16T13:26:35,go,aggregate,,,,,,,32,54210096,1694065,1350072,1901848
2025-11-16T14:00:00,go,aggregate,,,,,,,32,57611136,1800348,1601236,2034188
2025-11-17T02:00:01,go,aggregate,,,,,,,32,58122012,1816312,1646724,2003036
2025-11-18T02:00:01,go,aggregate,,,,,,,32,59577652,1861801,1584344,2006820
2025-11-19T02:00:01,go,aggregate,,,,,,,32,53905268,1684539,1373772,2060328
2025-11-20T02:00:01,go,aggregate,,,,,,,32,64065412,2002044,1804844,2204208
2025-11-21T02:00:01,go,aggregate,,,,,,,32,67022376,2094449,1990580,2226852
2025-11-22T02:00:01,go,aggregate,,,,,,,32,71610260,2237820,2132380,2307328
2025-11-23T02:00:01,go,aggregate,,,,,,,32,72840752,2276273,2180844,2319128
2025-11-24T02:00:01,go,aggregate,,,,,,,32,76350220,2385944,2299812,2532808
2025-11-25T02:00:01,go,aggregate,,,,,,,32,76900640,2403145,2290216,2715576
2025-11-26T02:00:01,go,aggregate,,,,,,,32,76766616,2398956,2296528,2714060
2025-11-27T02:00:01,go,aggregate,,,,,,,32,76893972,2402936,2325436,2711724
2025-11-28T02:00:01,go,aggregate,,,,,,,32,77727588,2428987,2327788,2709368
2025-11-29T02:00:01,go,aggregate,,,,,,,32,77776772,2430524,2317964,2717572
2025-11-30T02:00:01,go,aggregate,,,,,,,32,77809440,2431545,2312224,2717396
2025-12-01T02:00:01,go,aggregate,,,,,,,32,78157052,2442407,2331348,2719432
2025-12-02T02:00:01,go,aggregate,,,,,,,32,78490028,2452813,2348364,2715436
2025-12-03T02:00:01,go,aggregate,,,,,,,32,79377388,2480543,2320944,3113812
2025-12-04T02:00:01,go,aggregate,,,,,,,32,78856416,2464263,2334852,3107304
2025-12-05T02:00:01,go,aggregate,,,,,,,32,79275424,2477357,2323504,3085192
2025-12-06T02:00:01,go,aggregate,,,,,,,32,79134932,2472966,2321704,3101676
2025-12-07T02:00:01,go,aggregate,,,,,,,32,79137600,2473050,2349768,3105360
2025-12-08T02:00:01,go,aggregate,,,,,,,32,79080720,2471272,2323424,3106096
2025-12-09T02:00:01,go,aggregate,,,,,,,32,79215996,2475499,2351176,3108324
2025-12-10T02:00:01,go,aggregate,,,,,,,32,78894824,2465463,2297392,3104200
2025-12-11T02:00:01,go,aggregate,,,,,,,32,78947076,2467096,2331916,3072204
2025-12-12T02:00:01,go,aggregate,,,,,,,32,79187628,2474613,2341188,3100900
2025-12-13T02:00:01,go,aggregate,,,,,,,32,79019932,2469372,2343352,3101164
2025-12-14T02:00:01,go,aggregate,,,,,,,32,78859144,2464348,2321276,3068288
2025-12-15T02:00:01,go,aggregate,,,,,,,32,79117984,2472437,2328112,3068652
2025-12-16T02:00:01,go,aggregate,,,,,,,32,79184448,2474514,2327120,3101892
2025-12-17T02:00:01,go,aggregate,,,,,,,32,79133408,2472919,2295796,3099988
2025-12-18T02:00:01,go,aggregate,,,,,,,32,79214144,2475442,2312956,3101676
2025-12-19T02:00:01,go,aggregate,,,,,,,32,79429728,2482179,2317244,3101544
2025-12-20T02:00:01,go,aggregate,,,,,,,32,79224640,2475770,2336560,3064556
2025-12-21T02:00:01,go,aggregate,,,,,,,32,79436060,2482376,2330876,3068032
2025-12-22T02:00:01,go,aggregate,,,,,,,32,79587644,2487113,2351196,3101656
2025-12-23T02:00:01,go,aggregate,,,,,,,32,79506592,2484581,2353044,3101356
2025-12-24T02:00:01,go,aggregate,,,,,,,120,60864700,507205,266380,2213772
2025-12-25T02:00:01,go,aggregate,,,,,,,120,567211904,4726765,404392,5264624
2025-12-25T18:22:45,go,aggregate,,,,,,,120,331826904,2765224,1368980,4629344
2025-12-25T19:03:49,go,aggregate,,,,,,,120,364215864,3035132,1527100,4629708
2025-12-25T22:45:29,go,aggregate,,,,,,,120,579642892,4830357,3009112,5995492
2025-12-25T22:45:29,go,relay,12E3D3AE15C3A4F39191EC69FF9FFB28A130A32E,9thwonder,3472100,10176448,3725340,2.93,,,,,
2025-12-25T22:45:29,go,relay,F14F2336C7FBCF654B670F765865CC471BC25465,absoul,3678452,10181036,3686040,2.77,,,,,
2025-12-25T22:45:29,go,relay,A07E9CE1BDBEB961EDBB68877DD6DF5043170745,aesoprock,4699908,10140372,4739716,2.16,,,,,
2025-12-25T22:45:29,go,relay,3D58330052417673530A63739E9596ECC4B7793D,alchemist,3607160,10160976,3847064,2.82,,,,,
2025-12-25T22:45:29,go,relay,E4E956B350A1DDD188A965327822DB3C00C7CB9A,ant312,5583624,10137728,5610264,1.82,,,,,
2025-12-25T22:45:29,go,relay,28585B8A2570CE58E626907F1531D41291004438,araabmuzik,3804340,10181092,4000044,2.68,,,,,
2025-12-25T22:45:29,go,relay,2F506E337D75C2E879F8D7E5A2D043363D736180,asake,5666160,10145732,5761392,1.79,,,,,
2025-12-25T22:45:29,go,relay,6A39A3EF7075594C10D3009343B6693720090BC0,asapferg,3639596,10181960,3983180,2.80,,,,,
2025-12-25T22:45:29,go,relay,715620EF936D4CB4EB84BBD5D9CCEC7DDFEB4480,asapnast,3436548,10116300,3591636,2.94,,,,,
2025-12-25T22:45:29,go,relay,CE7B860158BC888E800B2C85F71059E03D69B2C8,asaptwenty12,3252696,10173580,3263988,3.13,,,,,
2025-12-25T22:45:29,go,relay,06AF6584EE7A3F5858A34B3693275B803F0CFBC3,atmosphere,5243760,10138836,5317756,1.93,,,,,
2025-12-25T22:45:29,go,relay,32D25F437EB58E246D30AABBEB5D74B5034CB875,ayrastarr,5683712,10140968,5683712,1.78,,,,,
2025-12-25T22:45:29,go,relay,7481799A8BB7F2C93C9A3B0FE79E064FF1A4189A,bigflo,5317108,10137428,5405864,1.91,,,,,
2025-12-25T22:45:29,go,relay,700EF8E7CFCE35931497228161A592830636CEC1,biggeazy,5466812,10141184,5501912,1.86,,,,,
2025-12-25T22:45:29,go,relay,BD74F6E0ABFC9C3379019268E41BBBF493367198,bigkrit,3362900,10180800,3529276,3.03,,,,,
2025-12-25T22:45:29,go,relay,0833FA63031FD1007AAF386576B6CA2452460C5B,bigl,5876356,10144084,5894136,1.73,,,,,
2025-12-25T22:45:29,go,relay,B14E7F3B73FEFC6178BBADE2D9E0448F71B519DB,bigpoppa,5720476,10149780,5720476,1.77,,,,,
2025-12-25T22:45:29,go,relay,CD334D07B344FBC57765DD4233589B77F844D87B,bigpun,5190740,10160136,5297972,1.96,,,,,
2025-12-25T22:45:29,go,relay,4C00F68D82B0B5461CC7B7D9EBD517CE25D496A6,blackmoon,4994188,10153504,5064192,2.03,,,,,
2025-12-25T22:45:29,go,relay,3AA910922EE4E3D03A84C4A1D0EB46B3B069AE6F,bluesfear,4750592,10142072,4930936,2.13,,,,,
2025-12-25T22:45:29,go,relay,A467604FC2E16F025011FF8C62224660DC256FA3,brentfaiyaz,5086760,10142596,5090836,1.99,,,,,
2025-12-25T22:45:29,go,relay,D099EE5472F5869C95171F959245BF4AEDCE1F72,brentwb,5708392,10135564,5731388,1.78,,,,,
2025-12-25T22:45:29,go,relay,EF0C0E004A84CD840BAB8919B9DBBF6F93AAC40A,buckshot,5428652,10140568,5492008,1.87,,,,,
2025-12-25T22:45:29,go,relay,67172961BCC34DE065225EBBDE9D3A72E40EA386,busta,5642664,10136664,5678436,1.80,,,,,
2025-12-25T22:45:29,go,relay,8A5B9A2D0B37BE2F8ECFB14396EB4D432131D907,bustarhymes,4564996,10136204,4564996,2.22,,,,,
2025-12-25T22:45:29,go,relay,23AD693644B0243002B5FDD3120415CDF1AA2F6A,cardogotwings,3625920,10178172,3974252,2.81,,,,,
2025-12-25T22:45:29,go,relay,8E0EDE6F6FB6F951DC65E177E72A102CEC429701,citymorgue,5428440,10145060,5459388,1.87,,,,,
2025-12-25T22:45:29,go,relay,55A094DCC9BBD9E9CE030C06B0F7541096C91DC2,ckay,5441956,10145472,5441956,1.86,,,,,
2025-12-25T22:45:29,go,relay,68DD61F2A847AD9EB92253E48DBF7C82EF02B8D7,darickmemphis,5023168,10141832,5098396,2.02,,,,,
2025-12-25T22:45:29,go,relay,9833F6E8B14BF3703E673D55DDBE07FD2A7F7222,davido,5044468,10141584,5044468,2.01,,,,,
2025-12-25T22:45:29,go,relay,596FE43471D0028C91AFFAEE84CF4D9A97864775,dblock,5729756,10151508,5758944,1.77,,,,,
2025-12-25T22:45:29,go,relay,BF834CD6439E3ACD750F8E08E80F437C0660110C,deante,5596672,10136652,5708196,1.81,,,,,
2025-12-25T22:45:29,go,relay,A9AE290E7EC3BA76FBEF71C282720EDBADA65C8F,denzelzel,5016012,10144564,5251640,2.02,,,,,
2025-12-25T22:45:29,go,relay,7D015F264746589D6E23CC8BAC9F6ECEE0C2447D,destinyy,4789896,10136924,4918380,2.12,,,,,
2025-12-25T22:45:29,go,relay,EFAD82577079C311AEDC8D7D3CFD9572C9919E5A,dizzeerascal,4765048,10146116,4808396,2.13,,,,,
2025-12-25T22:45:29,go,relay,6EE78440790F0DFFF6EEEEA459243B3F3962CC55,djpremier,3575552,10188024,3738644,2.85,,,,,
2025-12-25T22:45:29,go,relay,F1BF9AEC895AE6007CE58C1C81FA7BFCAFBED08F,dreamville,5850944,10140036,5926608,1.73,,,,,
2025-12-25T22:45:29,go,relay,272B6E6276D7AC4D63A9495461B5D7053B046E8E,duckworth,5254116,10141720,5383100,1.93,,,,,
2025-12-25T22:45:29,go,relay,60F9DD87853EA004F0CCE108CF196DA3D41E35DE,edenshizzy,5811388,10138852,5811388,1.74,,,,,
2025-12-25T22:45:29,go,relay,CC9506FB736F968FB279578A9580353FA99DE7B7,elp,4871352,10138012,4887244,2.08,,,,,
2025-12-25T22:45:29,go,relay,3E25D2B1067278ABFA0383C3F09B8D0E9107F81A,elpee,5058404,10136504,5313840,2.00,,,,,
2025-12-25T22:45:29,go,relay,7F71C8E448372615A6B20D3760C32087127C0027,ericksermon,5622932,10144100,5674640,1.80,,,,,
2025-12-25T22:45:29,go,relay,D914B73BAA89D87DA21DBAB6B9E0AB44C0CD205A,erikb,5298964,10153392,5305616,1.92,,,,,
2025-12-25T22:45:29,go,relay,0844B7152D17D88FD995FE333E1030906D2A5800,fabfivefreddy,5315580,10139812,5363284,1.91,,,,,
2025-12-25T22:45:29,go,relay,06FC5352149AA3A6CF81EDC0354F7633A537B66A,fireboy,4704760,10143524,4760496,2.16,,,,,
2025-12-25T22:45:29,go,relay,999A2499020793598B5829160071E17CA5B08E7B,fireboyoau,5215216,10138428,5378752,1.94,,,,,
2025-12-25T22:45:29,go,relay,0AF47CEC63E8027696E23FE0210B10DBF7D2C4BD,gangstarr,5223936,10143448,5437804,1.94,,,,,
2025-12-25T22:45:29,go,relay,786E501F317444574EEE890479B9C2F4258E83EA,ghostface,5995492,10138964,6033200,1.69,,,,,
2025-12-25T22:45:29,go,relay,4ABAB61B3AE41ADDB4FA18DAF4FF445F7CFA68B6,gza,5481124,10152364,5538620,1.85,,,,,
2025-12-25T22:45:29,go,relay,CA71C191BA37649CEC9A77B91859E512E31B1D5B,harryfraud,3432116,10174264,3541528,2.96,,,,,
2025-12-25T22:45:29,go,relay,62F2D6D6D9052760F40F48AD32A6857618F2EDDF,heltahskeltah,4668684,10152796,4833416,2.17,,,,,
2025-12-25T22:45:29,go,relay,8D55E78059CB694ABD69DEED64D444862B79D8E1,hitboy,3348484,10185664,3461816,3.04,,,,,
2025-12-25T22:45:29,go,relay,D7295A1CF68A984318D7E43CFEF3E212A7E3B747,icyblue,5686252,10133684,5894004,1.78,,,,,
2025-12-25T22:45:29,go,relay,9B8E46CE5715E77598C86C0664F547FF4E36E317,jcole,5101928,10130452,5184428,1.99,,,,,
2025-12-25T22:45:29,go,relay,2CBDE2D92BF757E772BE7F38691D5EE6872A6394,jcolenc,5778544,10145964,5846356,1.76,,,,,
2025-12-25T22:45:29,go,relay,C1C7EFD31DBB4AE9BD1A20777673D4CE323CC9FD,jdilla,3787720,10200772,3959112,2.69,,,,,
2025-12-25T22:45:29,go,relay,BD180E22EC9D54326B0D4A56CAC22BC12EA756AB,jermainedupri,3638004,10151844,3992904,2.79,,,,,
2025-12-25T22:45:29,go,relay,B139528D51A888E5EEA49805179E5648C92E6D95,jpegmafia,5167264,10159136,5228168,1.97,,,,,
2025-12-25T22:45:29,go,relay,C1EFC7157CB413043092F29301858FDAC71B9319,justblaze,3606596,10184400,3817232,2.82,,,,,
2025-12-25T22:45:29,go,relay,05CEC28A91C69E17046F6556A881800C8E8018D3,kdot,5983128,10136900,5993076,1.69,,,,,
2025-12-25T22:45:29,go,relay,3CF0891070C704BF2CCE14DE9CF14665E9FD3BE9,keithsweat,5382160,10136708,5521956,1.88,,,,,
2025-12-25T22:45:29,go,relay,97BC89D333D2624B29D172E3712AE44E88FE4AC6,kendricklamar,5573104,10157488,5606256,1.82,,,,,
2025-12-25T22:45:29,go,relay,EF237387E08B2DE9F02E557B60C01F0D7AB91CB4,kenmani,5473648,10148412,5535268,1.85,,,,,
2025-12-25T22:45:29,go,relay,F2E5CDE0BF294EA5A680F72B35295B197B8ACBA7,kidink,3757388,10181212,3895872,2.71,,,,,
2025-12-25T22:45:29,go,relay,B561DA50271A92F802375F4AC93362AE0E754555,killermike,5197352,10142416,5197352,1.95,,,,,
2025-12-25T22:45:29,go,relay,1B8B690E04E9AF7A4804D006CEAFBFE7CFB1D8C8,knuckspeck,4564880,10159168,4701704,2.23,,,,,
2025-12-25T22:45:29,go,relay,BB4A7EE762574B30831663770065FCF993225F3C,kokoroko,5051960,10157232,5051960,2.01,,,,,
2025-12-25T22:45:29,go,relay,4201AF46B142178338282D95CBA50D09E722BC4F,lanceyy,4554416,10134812,4645976,2.23,,,,,
2025-12-25T22:45:29,go,relay,01E52BC4FF6B421983D78A918041304D7BC132FC,largeprofessor,3966112,10177544,4002728,2.57,,,,,
2025-12-25T22:45:29,go,relay,F4F016C70B792918FBBC14CDB01B1C868584B8F9,lexluger,3788036,10178028,3906512,2.69,,,,,
2025-12-25T22:45:29,go,relay,7ED3CB5CFC322122E472517B7FBEDB2A6075C248,logic301,3886256,10188844,4194608,2.62,,,,,
2025-12-25T22:45:29,go,relay,BB5B181E54A9F93015EC39C02B084DE98F9162DA,loyle,5389988,10140136,5389988,1.88,,,,,
2025-12-25T22:45:29,go,relay,3259EC9187DC5D75640D358C44B5862D1E189F1B,loylecarner,5736352,10159888,5736352,1.77,,,,,
2025-12-25T22:45:29,go,relay,AAE1BA8D54E022E41D70625D12D1BE2C2C5F0EC4,madlib,3525964,10183088,3917564,2.89,,,,,
2025-12-25T22:45:29,go,relay,556C9A64ED5489352B402ABB784B70CAE243D37C,marleymarl,3645992,10203944,3934792,2.80,,,,,
2025-12-25T22:45:29,go,relay,DBB79FC130B319319B746FF9A381A6A59373DB7B,method,5344776,10133324,5459412,1.90,,,,,
2025-12-25T22:45:29,go,relay,8703759CCE41BE998CF57C269D7F874539017711,methodman,5451704,10153660,5503632,1.86,,,,,
2025-12-25T22:45:29,go,relay,957B22C1A161C13AC0FD71F46799DF244173C250,mustardonthebeat,3009112,10171008,3326764,3.38,,,,,
2025-12-25T22:45:29,go,relay,8E7FF58437C4B5D309A7F05C42F5149D6E220FBA,nastyyyy,5610440,10140288,5610440,1.81,,,,,
2025-12-25T22:45:29,go,relay,83331919E28138FD3FC8F891C40FD048C47A834D,noid,3777048,10200516,3786760,2.70,,,,,
2025-12-25T22:45:29,go,relay,0C153F744B6F9C7257A74C9E8CA405AD45362329,ocdp,5285560,10147944,5285560,1.92,,,,,
2025-12-25T22:45:29,go,relay,0114354ADC037C43CD7F11A708248894A06BF503,oceansample,5103448,10141708,5235400,1.99,,,,,
2025-12-25T22:45:29,go,relay,858661F9B568B2760717CE081A51E91E01293F2C,olamide,5929912,10136736,5929912,1.71,,,,,
2025-12-25T22:45:29,go,relay,CF88271B9FEA3899D26E172E5E2307A80ABFC52A,oldirtybastard,5560924,10141472,5651380,1.82,,,,,
2025-12-25T22:45:29,go,relay,3A35CE48B12B12AC6743D6EC5EB63D32CA468113,olisykes,5353128,10141036,5497092,1.89,,,,,
2025-12-25T22:45:29,go,relay,B80DA2F0AAA1FDE20C404661AF536A498079B35F,orelsan,5445208,10148992,5576512,1.86,,,,,
2025-12-25T22:45:29,go,relay,91409792364E350872311C17D0D90D6D9984DF06,peterock,3572928,10174664,3700232,2.85,,,,,
2025-12-25T22:45:29,go,relay,3EA0E9CF482C1778DF9FD606D720DAB9CECC0B88,pharrellwilliams,3673492,10187920,4159836,2.77,,,,,
2025-12-25T22:45:29,go,relay,F53D043CA3D1C05085027832F716138CD2BFD9B4,playboi,5490460,10130172,5505800,1.85,,,,,
2025-12-25T22:45:29,go,relay,7E1ACC1A49D2E65CD8FE35221B561512349A932F,playboicarti,5299272,10136628,5299272,1.91,,,,,
2025-12-25T22:45:29,go,relay,0842C38D6CDA0C9DA41032A43A4F30BF5264E13B,pmddawn,4437448,10140896,4650488,2.29,,,,,
2025-12-25T22:45:29,go,relay,2FCBAF88B282934C51EB8593B7B58730FBD8D9EC,raekwon,5373552,10139664,5490504,1.89,,,,,
2025-12-25T22:45:29,go,relay,510BC87A454DFEF35544B9CA6E099EDCBD4B671B,rakim,5470560,10148596,5612436,1.86,,,,,
2025-12-25T22:45:29,go,relay,F5912C16581BBA190AE09F1C521FEC0AE6A6260B,redman,4779460,10148676,4885752,2.12,,,,,
2025-12-25T22:45:29,go,relay,9859124CACB7FD936BC001A1CB04510673338AE0,rtj,5165948,10149240,5308948,1.96,,,,,
2025-12-25T22:45:29,go,relay,61DB34633B2DC9001CB80C84556A18C3ECA050B3,rugerofficial,5573932,10141844,5573932,1.82,,,,,
2025-12-25T22:45:29,go,relay,38091B3171EF265F2F450B22B684F878F47569FC,runthejewels,4961256,10136676,4961256,2.04,,,,,
2025-12-25T22:45:29,go,relay,31B1D8128F1D8851ACDED5508FA8C80A648808A0,rza,4983548,10144316,5066968,2.04,,,,,
2025-12-25T22:45:29,go,relay,6E78DFB20F93406DCDC7AF545717BA4B018A38CF,schoolboyq,3718516,10188824,3909000,2.74,,,,,
2025-12-25T22:45:29,go,relay,36F2FA08B1743506A8AB08F2A144B0E47D976FCE,seanprice,5641416,10133960,5691356,1.80,,,,,
2025-12-25T22:45:29,go,relay,DA37D8D5215149929DF4327531ACDB0CA810E18F,sheekmsp,4170948,10145552,4299476,2.43,,,,,
2025-12-25T22:45:29,go,relay,A51976FE0BB7BF1E87C1229D409621BB879EB780,slickslim,5576696,10140212,5617216,1.82,,,,,
2025-12-25T22:45:29,go,relay,7104DCF4DBFFAD180719BF216E5A0D90996D392D,slowthai,4974908,10139024,5057940,2.04,,,,,
2025-12-25T22:45:29,go,relay,42E422135195B25FE4E946B4BC9E11DB52A80A1A,slugatm,4900512,10149492,4905804,2.07,,,,,
2025-12-25T22:45:29,go,relay,5CA1EBAC7D56273D719B3405DC361DCFEACC4863,statikselektah,3661852,10197692,3998280,2.78,,,,,
2025-12-25T22:45:29,go,relay,CF47FDFBA5FA566D1B693846E2A537E27A041436,stromae,5326196,10136288,5326196,1.90,,,,,
2025-12-25T22:45:29,go,relay,1AA29AC04B5C3B78F2ACAC79B4083090447DBC11,stylespmsp,5048984,10142652,5048984,2.01,,,,,
2025-12-25T22:45:29,go,relay,04BDE37C97182C134102E912CD0936C98C5D2653,summerwalkertl,5473248,10133080,5477212,1.85,,,,,
2025-12-25T22:45:29,go,relay,8E543154E94A44D5103724B704B3B79CAE41CF4B,swizzbeatz,3682192,10173592,4044512,2.76,,,,,
2025-12-25T22:45:29,go,relay,C2EF27FD5B6B6AD98A51B381C91024BC71185186,sza,4740156,10149488,4777452,2.14,,,,,
2025-12-25T22:45:29,go,relay,8E663773B6489347EE34C6D3FFCFD9D6FC80A2DE,timbaland,3757312,10182672,4166752,2.71,,,,,
2025-12-25T22:45:29,go,relay,244C6661FEE1BD7C40EBCEB36612B275B8F97B96,tivasavage,4965064,10161984,5048332,2.05,,,,,
2025-12-25T22:45:29,go,relay,C05A51EF9DF1FE798F7E1272D1D5BF3C23B4F97C,tiwa,5538200,10140404,5538200,1.83,,,,,
2025-12-25T22:45:29,go,relay,7C97D58C62A3CAE2784C800BC520CB6F19C5C3AE,tydollasign,4072440,10201920,4441384,2.51,,,,,
2025-12-25T22:45:29,go,relay,79225623797A4F468425FDF3FFD2C04F867B3E2E,ukdrill,4549852,10141060,4641644,2.23,,,,,
2025-12-25T22:45:29,go,relay,6F609955F83F946F1DB8C9DE376B354CC26AC4C9,wale,3511816,10180836,3618064,2.90,,,,,
2025-12-25T22:45:29,go,relay,DCA7DCC498C1AC3D6B245F64D16981B8F3132D75,yaeji,5779420,10154220,5839040,1.76,,,,,
2025-12-25T22:45:29,go,relay,5BA2A32FC3EEE89B96F9CFD5B0E85C799E10B693,ygaddie,3558356,10174024,4006788,2.86,,,,,
2025-12-25T22:45:29,go,relay,B9CD24DC1E9E28FDFF7C0CA5D0FD82A4ED8F18BB,zacari,4714248,10139844,4817600,2.15,,,,,
2025-12-25T22:45:29,go,relay,B582D4EDEF5DAAD787856AFB2D5B9B7F2840C265,zillakami,5315328,10152936,5363688,1.91,,,,,
2025-12-25T22:52:10,go,aggregate,,,,,,,120,579793540,4831612,3009112,5995492
2025-12-25T22:52:10,go,relay,12E3D3AE15C3A4F39191EC69FF9FFB28A130A32E,9thwonder,3472100,10176448,3725340,2.93,,,,,
2025-12-25T22:52:10,go,relay,F14F2336C7FBCF654B670F765865CC471BC25465,absoul,3678452,10181036,3686040,2.77,,,,,
2025-12-25T22:52:10,go,relay,A07E9CE1BDBEB961EDBB68877DD6DF5043170745,aesoprock,4699908,10140372,4739716,2.16,,,,,
2025-12-25T22:52:10,go,relay,3D58330052417673530A63739E9596ECC4B7793D,alchemist,3607160,10160976,3847064,2.82,,,,,
2025-12-25T22:52:10,go,relay,E4E956B350A1DDD188A965327822DB3C00C7CB9A,ant312,5583624,10137728,5610264,1.82,,,,,
2025-12-25T22:52:10,go,relay,28585B8A2570CE58E626907F1531D41291004438,araabmuzik,3804352,10181104,4000044,2.68,,,,,
2025-12-25T22:52:10,go,relay,2F506E337D75C2E879F8D7E5A2D043363D736180,asake,5666160,10145732,5761392,1.79,,,,,
2025-12-25T22:52:10,go,relay,6A39A3EF7075594C10D3009343B6693720090BC0,asapferg,3639596,10181960,3983180,2.80,,,,,
2025-12-25T22:52:10,go,relay,715620EF936D4CB4EB84BBD5D9CCEC7DDFEB4480,asapnast,3436548,10116300,3591636,2.94,,,,,
2025-12-25T22:52:10,go,relay,CE7B860158BC888E800B2C85F71059E03D69B2C8,asaptwenty12,3252696,10173580,3263988,3.13,,,,,
2025-12-25T22:52:10,go,relay,06AF6584EE7A3F5858A34B3693275B803F0CFBC3,atmosphere,5243772,10138848,5317756,1.93,,,,,
2025-12-25T22:52:10,go,relay,32D25F437EB58E246D30AABBEB5D74B5034CB875,ayrastarr,5683712,10140968,5683712,1.78,,,,,
2025-12-25T22:52:10,go,relay,7481799A8BB7F2C93C9A3B0FE79E064FF1A4189A,bigflo,5317120,10137440,5405864,1.91,,,,,
2025-12-25T22:52:10,go,relay,700EF8E7CFCE35931497228161A592830636CEC1,biggeazy,5466852,10141196,5501912,1.86,,,,,
2025-12-25T22:52:10,go,relay,BD74F6E0ABFC9C3379019268E41BBBF493367198,bigkrit,3362900,10180800,3529276,3.03,,,,,
2025-12-25T22:52:10,go,relay,0833FA63031FD1007AAF386576B6CA2452460C5B,bigl,5876368,10144096,5894136,1.73,,,,,
2025-12-25T22:52:10,go,relay,B14E7F3B73FEFC6178BBADE2D9E0448F71B519DB,bigpoppa,5720476,10149780,5720476,1.77,,,,,
2025-12-25T22:52:10,go,relay,CD334D07B344FBC57765DD4233589B77F844D87B,bigpun,5190768,10160164,5297972,1.96,,,,,
2025-12-25T22:52:10,go,relay,4C00F68D82B0B5461CC7B7D9EBD517CE25D496A6,blackmoon,4994212,10153528,5064192,2.03,,,,,
2025-12-25T22:52:10,go,relay,3AA910922EE4E3D03A84C4A1D0EB46B3B069AE6F,bluesfear,4750664,10142144,4930936,2.13,,,,,
2025-12-25T22:52:10,go,relay,A467604FC2E16F025011FF8C62224660DC256FA3,brentfaiyaz,5086784,10142620,5090836,1.99,,,,,
2025-12-25T22:52:10,go,relay,D099EE5472F5869C95171F959245BF4AEDCE1F72,brentwb,5708404,10135576,5731388,1.78,,,,,
2025-12-25T22:52:10,go,relay,EF0C0E004A84CD840BAB8919B9DBBF6F93AAC40A,buckshot,5428684,10140600,5492008,1.87,,,,,
2025-12-25T22:52:10,go,relay,67172961BCC34DE065225EBBDE9D3A72E40EA386,busta,5642664,10136664,5678436,1.80,,,,,
2025-12-25T22:52:10,go,relay,8A5B9A2D0B37BE2F8ECFB14396EB4D432131D907,bustarhymes,4600488,10136204,4600488,2.20,,,,,
2025-12-25T22:52:10,go,relay,23AD693644B0243002B5FDD3120415CDF1AA2F6A,cardogotwings,3625932,10178184,3974252,2.81,,,,,
2025-12-25T22:52:10,go,relay,8E0EDE6F6FB6F951DC65E177E72A102CEC429701,citymorgue,5428440,10145060,5459388,1.87,,,,,
2025-12-25T22:52:10,go,relay,55A094DCC9BBD9E9CE030C06B0F7541096C91DC2,ckay,5441972,10145488,5441972,1.86,,,,,
2025-12-25T22:52:10,go,relay,68DD61F2A847AD9EB92253E48DBF7C82EF02B8D7,darickmemphis,5023196,10141860,5098396,2.02,,,,,
2025-12-25T22:52:10,go,relay,9833F6E8B14BF3703E673D55DDBE07FD2A7F7222,davido,5044468,10141584,5044468,2.01,,,,,
2025-12-25T22:52:10,go,relay,596FE43471D0028C91AFFAEE84CF4D9A97864775,dblock,5729780,10151532,5758944,1.77,,,,,
2025-12-25T22:52:10,go,relay,BF834CD6439E3ACD750F8E08E80F437C0660110C,deante,5596684,10136664,5708196,1.81,,,,,
2025-12-25T22:52:10,go,relay,A9AE290E7EC3BA76FBEF71C282720EDBADA65C8F,denzelzel,5016012,10144564,5251640,2.02,,,,,
2025-12-25T22:52:10,go,relay,7D015F264746589D6E23CC8BAC9F6ECEE0C2447D,destinyy,4789912,10136940,4918380,2.12,,,,,
2025-12-25T22:52:10,go,relay,EFAD82577079C311AEDC8D7D3CFD9572C9919E5A,dizzeerascal,4765048,10146116,4808396,2.13,,,,,
2025-12-25T22:52:10,go,relay,6EE78440790F0DFFF6EEEEA459243B3F3962CC55,djpremier,3575552,10188024,3738644,2.85,,,,,
2025-12-25T22:52:10,go,relay,F1BF9AEC895AE6007CE58C1C81FA7BFCAFBED08F,dreamville,5850968,10140060,5926608,1.73,,,,,
2025-12-25T22:52:10,go,relay,272B6E6276D7AC4D63A9495461B5D7053B046E8E,duckworth,5254116,10141720,5383100,1.93,,,,,
2025-12-25T22:52:10,go,relay,60F9DD87853EA004F0CCE108CF196DA3D41E35DE,edenshizzy,5811388,10138852,5811388,1.74,,,,,
